2025-10-22T01:12:44-07:00	git-add	.gitignore
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/App.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/AnalyticsDashboard.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/AppSidebar.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/Dashboard.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/Settings.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/WalletConnect.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/domains/DomainManagement.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/domains/DomainProfile.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/figma/ImageWithFallback.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/governance/GovernancePanel.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/metadata/MetadataEditor.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/metadata/MetadataTools.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/reference/BestPractices.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/reference/BestPracticesView.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/reference/NamingToolkit.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/reference/ProtocolReference.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/reference/ProtocolSection.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/registry/ContractRegistry.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/registry/DAORegistry.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/registry/IntegrationRegistry.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/security/AuditLog.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/security/SecurityMonitor.tsx
2025-10-22T01:12:44-07:00	git-add	.refactor-backup/src/components/ui/accordion.tsx
